Video ID,URL,Title,Description,Published At,Channel Title,Views,Likes,Dislikes,Comments
i32MJrEA1Dg,https://www.youtube.com/watch?v=i32MJrEA1Dg,Nothing Phone 3a Unboxing - Indian Variant,Nothing Phone 3a Unboxing - Indian Variant S U P P O R T  by Shopping Through Amazon - https://amzn.to/2E7O7E3 Flipkart ...,2025-03-04T10:31:49Z,Digidoty,439075,7944,,"Best phone nothing 3a♥️👍 | Bohut acha camera quality main use kr rh hu is phon | What about the camera quality?? | They’re mention that, India Sim only! | Wow  nothing 3a 😮😊 | Water purifier hota hai ya nahi please reply do | Im watching nothing 3a🎉🎉🎉 | What about charger and headset? | Purchase me before one month 👍👌 | Watching from nothing 3a | இந்த மொபைல் ஆஃப்லைனில் கிடைக்குமா | Bro how much of memory was occupied in storage | Nothing mobile United Kingdom 🇬🇧 brand hai | Offline academy Pro | Postpaid me abhi bhi chalta hai | Color konsa Achha hai | Service center 😂 | Ok I brought the phone and offer in rs 10000 | Airtel 5g kesa chal rahahe? | Jay shree ram"
A_5uA8ZJVnk,https://www.youtube.com/watch?v=A_5uA8ZJVnk,Galaxy A36 5G - budget phone but doesn’t feel like one. #GalaxyA36 #SamsungGalaxy #SamsungA36,,2025-03-18T12:50:46Z,Lim Reviews,483921,7102,,Bought my Samsung a36 recently wow its terrific best mobile ever terrific features recommend it ❤❤❤😊😊😊 | I am honestly pissed because I bought a galaxy a35 last year while I could&#39;ve waited for this better phone like I&#39;m mad | ❤❤❤watching a36 | Brought before 1week &amp; watching from it | Please do a review for this phone😊 | Its better to use samsung keypad phones🥹 than touch screen nowadays | Can you plz tell me what kind ram &amp; storage type A36 have like LPDDR4X or 5X &amp; UFS3.1 or 2.2 in 8/256gb Varinat ( Plz Reply ) | Recently got mine | Recommend putting a cover on this mobile front and back and purchasing extended warranty Samsung a36 is a terrific phone ❤❤❤😊😊😊 | Just buy a s21fe snapdragon  edition | Watching on a36❤ | Give it to me | great video great stuff❤ | Are A54 users eligible to upgrade to A36? | Same phone idol | Recently got❤ | Me dejas usar tu video para publicitar el celular? | I have samsug a 55 5g do i upgrade to this? | It&#39;s not a budget phone it&#39;s midrange | Brought a36 before 1week
Flyne3-MkR0,https://www.youtube.com/watch?v=Flyne3-MkR0,Oppo A3x smartphone⚡under 9k budget smartphone oppo a3x first look first impression &amp; review,,2024-10-20T07:57:00Z,The mobile guru ji ,378305,6089,,"मुझे भी लेना है ये मोबाइल ,कितना प्राइस है।❤❤❤❤❤ | Bendede  bundandır superdi❤ | Mai to oppo ka k12x li hu bhut mst phone hai 8/256 storage 15k me mil gya | Location | Cost enta | 40 fh se Kam pe chlta Hy es ke upar 000 risalt | আমি সেম ফোন use করতেছি সেরা ফোন 😊 | Block calls show nahi Hoti notification nahi ati | আমি একটা কিনছি চার্জ বেশিক্ষন থাকে না, ফোন গরম হয়, দাম বেশি Ram Room কম। | Baje phn..ami use kori | बहुत घटिया फोन है कैमरा इसका बहुत बेकार मैं लेकर पछता रहा हु | Ata amr gorom hoy hang mare 4month hoynai new kinchi akn e off hoiye jay baje set 14999 diea kinchi | চাজ তাকে না তারাতারি শেষ হয়😢 | Nice | আমি এইটা কিনছি খুব ভালো ফোন টা ১৩৩০০টাকা | Ata ki 4g sate | Price | Rs | ফোন ভালো কিন্তু ক্যামেরা ভালো না | Bandra 5 shop Bandra job samad Rizvi"
x3AeIaekV0E,https://www.youtube.com/watch?v=x3AeIaekV0E,CMF Phone 2 Pro - Hype or Flop?📱🤔,"We're breaking down the highs and the lows of this phone, from standout features to what might hold it back! Watch the full ...",2025-05-21T10:01:37Z,Versus,189411,6233,,"Who the hell needed a wireless charging on a budget phone ?? 😮 | &quot;No wireless charging&quot; bruh really.<br>This happens when a long term flagship user reviews a budget phone. | Waterproof IP54 rating, 16MP selfie cam, and Mediatek Dimensity 7300 Pro—CMF Phone 2 Pro ticks a lot of boxes for me. | Only problem is mono speaker 😶‍🌫️ | You expected wireless charging at that price lol 😅 | Its a very good phone on this price range | Wireless charging is one of the most useless feature that they could add in the phone it literally damages the battery rather than charging it normally even if you use those high quality ones it still wouldn&#39;t prevent the damage by wireless charging | Nice Haircut loved it!!! | What’s your recommendation for good cameras in this budget ?? | don&#39;t confuse the Peak Brightness with HBM (High Brightness Mode) | I have one i can promise this is incredible | Great phone for price… nice one CMF. KEEP IT COMING | I love your energy | It&#39;s a really wholesome budget phone. At its price it provides everything necessary to a person. If you really want high quality cameras... better display.. IP 68 and wireless charging.. Just buy a flagship | Maaaaaaaan it&#39;s absurd we have made leaps and bounds in everything but cameras. I would genuinely love a budget phone, the concept of getting so much for so little is awesome but I need a better camera than that, that camera just can&#39;t cut it for anything. | Using that kind of wallpaper/lock screen on a Nothing feels like an abomination | All I am concern about is its speaker. If anybody says that its speaker is ok they I will buy. | Wish the speaker could be better | In Indian version the nfc is not available,but 33w charger and case is provided | Best phone i tried It Amazing"
j3ctcDCudtQ,https://www.youtube.com/watch?v=j3ctcDCudtQ,OnePlus 13s vs OnePlus 12 - Which One to Buy Under 50k? #shorts,,2025-06-06T10:30:25Z,Trakin Tech English,346044,10905,,"Waiting for a comparison video between oneplus 13s vs oneplus 13r | I already bought 1+ 12 for 38k after exchange and bank offers | We want full comparison between this two | I&#39;ve been using the OnePlus 12 for the past 1.5 years and it is a BEAST of a phone<br>The oxygenos 15 update has made it almost perfect except for the reduced battery life<br>Everything else is close to perfect❤️ | You should mention that after bank card offer it&#39;s price is 50k <br>Because not everyone has that specific card offer 🤷🏻 | Other brands also need to manufacturer compact Phones on budget | Silver colour bhi aana chahiye tha | oneplus 13s is just compact . but not flagship in any way | Bro please make a video of the best laptop under 35000 | Was searching for this in my mind 😂❤ thanks erassd | Please make a comparison video of these two smartphone asap.we have been waiting | Forgot to mention the 50W wireless charging? | pls do full comparission video on both mobiles | One plus 12 or s22ultra or pixel 7 pro or iphone 15 or vivo x100 <br><br>Please help me out which one to pick | Oneplus has great cameras. My OP 11 still clicks amazing pictures after two years as compared to modern mid range phones | I also want to call out that if you purchase 1+13s before june 30, you can register for free battery replacement within 3 years if battery capacity falls below 80 which is really good deal if you are using your phone extensively. But need to register before july 15th and remember phone bought before june 30 | Is OnePlus 12 Available | Comparison between these two plz | Software updates bhi consider karne chahiye | Is the price of the oneplus 12 expected to further drop in the Amazon Prime day sale or should I buy it now?<br>Please reply really important"
C5hUBEFaAHw,https://www.youtube.com/watch?v=C5hUBEFaAHw,"A New Budget Phone At 15,999!",We Are Hiring! APPLY HERE: https://techwiser.com/we-are-hiring M35 - https://www.amazon.in/b?node=100133871031 This ...,2024-07-17T10:00:48Z,TechWiser,1722891,65986,,"“Symmetric bezels” <br>The bottom bezels 💀 | Selling a phone without charger is like selling shirt without buttons | S series phones:❤👍🏻<br>Z Fold : 😑<br>Flip: 😐<br>Midrange phones from samsung：💀 | Symmetric bezel ❌<br>Symmetric THICK bezel✅ | Notch ❎<br>Punch Hole ✅ | Except S-series, Samsung&#39;s other models are so boring and cheap looking | These influencers just mislead. Its selling for 19999. | Watching with the same.<br>I&#39;m happy. Only minor problem is display having a warm color tone. Whites are slightly yellowish. | The biggest upgrade was &quot;Punch Hole&quot; 😂 | Samsung makes bezels thicker on purpose for its budget phones. It makes them look cheap, slimmer bezels = flagship phone. The bezels on s24 series are so slim that they aren&#39;t seen tbh. | This is one of the best 60 seconds review of smartphone. This is how the review should be short and sweet. | this phone is not available in many regions, but it is here in Brazil, and its also a really good bang for your buck, evem beating the A35, because in Brazil the only version is the 8/256 one, and its cheaper than the 6/128 A35 and only looses IP67 while getting a bigger battery | 15999 is kind of misleading! 😅 | Dear team techwiser<br>Look at the comments <br>And grow a spine<br>Else sod off<br>Theres enough tech channels out there<br>You guys are not even &quot;tech&quot;<br>Just adds | Apart from this being an ad , genuinely this feels like a good all round phone | 1380 sounds like it has been there for years.. every samsung budget phone has it.. F23 was legend in budget segment with SD 750 | Sure! M series where the M stands for Motherboard issues after one year! | Make the bottom bezel thin ❌<br>Make all the bezels thick ✅ | No matter the comments say, the exynos processor is very good | So long time Samsung offered something sensible in budget"
nZ23lOvxba4,https://www.youtube.com/watch?v=nZ23lOvxba4,Galaxy A35 5G Budget Phone Under 20k #samsung,Best Latest Gadgets and Smartphone Samsung Galaxy A35 5G Samsung Technology 8GB RAM 128 ROM 5000 mAh battery 50 ...,2024-10-07T06:04:27Z,Best Latest Gadgets And Smartphone,1038420,13289,,"Beautiful, luxurious, strong and subdues every movement. Samsung Ai Best Very good💪👍👍👍 | What material does the Samsung A35 rear camera lens use? | I am very confused which is the best camera and phone with best durability under 20k | Watching this video from my Samsung Galaxy A35♥️♥️♥️ | I am watchin this video samsung a35 so beautiful 🎉❤😊 | It is under 20000 wich exact price is 350000 is less than 20000. It quit affirdable phone whos budget is 20000. Anyone can buy it with emi. | Bro can you tell me exactly price..<br>You said it is under 20k than how much? | Under 20k 😂 not possible | Phone is good but have heating problem, I bought 3months back. | The A35 came out a year ago (April 2024) and Samsun gis late to upgrade it to One UI 7/Android 15 | Brother mujhe ek phone kharidna hain So mein soch rha hu ki Samsung a35 kiuki wo mera favourite hain lekin mera ek friend liya Samsung a35 1.5 year pehle and uska mobile mein ek white line aya hain so issiliye mein thoda piche hatt rha hu is mobile se,and kya apke mbl pe bhi white green line issue aya hain | Under 20k 😂 i purchased today 😮 | a35❤<br>✊️👍 | I can&#39;t see the finger print | Rn watching this video with my galaxy a35 5g lilac ❤price 25k actually more then 25k some extra money went | Bro this phone can not in 20k bugged ples stop to make fool of public it is under 30k | Nice music ❤ | Bezels 😢📉 | How much does it cost | Dope phone 📱📱📱📱 I have own this in blue 🔵🔵🔵🔵🔵"
wfmmi_v6UVw,https://www.youtube.com/watch?v=wfmmi_v6UVw,HONOR 400 Lite - the budget phone with Apple’s Camera Control! #HONOR400Lite #HONOR400 #honormobile,,2025-04-21T10:57:40Z,Lim Reviews,253955,3692,,This color is the best. I like the small size of the phone.<br><br>I hope they make a phone of the same size but with a flagship processor. | Honor showing apple that the camera button is easy to make and they putting it on on midrange phones while Apple puts it on their best phone | I like it when they show us charger and other stuff at last | Can&#39;t wait for your full review. And to see how the camera performs | I need this phone looking awesome | Super cool❤ | Is the 200 better? This 400 looks ❤ | Look premium 😳 | Fast charging tak honor 400lite? | Slick looking phone | Sony Ericsson vibe 👍 | Does the iPhone casing😢fits on these one | Is it released in malaysia? | Wow...nice design and that camera control...is it like Oppo Find X Pro which is pricier. | If only this feature is available on 400 (middle child) | Is there an x-axis or z-axis vibration motor installed? | Yes im waiting | Sleek AF for a budget phone! 🔥 | Any news on Honor if the going to make a 400 or 400 pro? | That iPhone x Pura hybrid camera island is... They should have stick to one😅😅😅
WIzDA31qUps,https://www.youtube.com/watch?v=WIzDA31qUps,iQOO 13 vs 16ProMax SpeedTest OMG Results 😱😲🔥🔥,,2024-11-02T04:36:59Z,Sai Tech Guru,603686,14671,,"Iqoo rocked 😈 iphone shocked🤡 | Iqoo 12 beats iPhone 16 pro max 😂 | iqoo 13 hota to ab tak long video aa jati is channel pe😂 | This is iqoo 12😂 | why many people think perforamnce just look from first load. <br><br>u need to check frame drop fps. | im an android guy myself and i hate ios because they put anything too expensive  but i think iphone would last longer performance life than most androids | Why the display of iqoo 13 looks bleeded on the right lower side | Si te das cuenta que en el iqoo antes de abrir el juego primero   abre el modo limpieza  y eso toma  más segundos para  limpiar y entrar  quita el modo gamer y haz la prueba nuevamente | STIL FAST IQOO | Iq 12 is faster than Iphone 16pm and now imagine 1q 13😂 | Iam Ur fan where r u from | When did iqoo related 13 series 😂 | the 13 have the snapdragon elite,   insanely fast. | 50k vs 150k😂😂😂😂 | Le hag Diya tere iPhone per😅 | What about the performance? Which one is better? | Shame on people who still defend that shit called Apple 🥴🥴 | Hello bro please batao iPhone Me PUBG MOBILE bina VPN ke kaise kia bhai…🙏🙏🙏🥴🤷🏼 | This comparison is not fair do a S25 ultra king of android and we will see which one is better | Iphone had network issue"
1ezLEiPqHOg,https://www.youtube.com/watch?v=1ezLEiPqHOg,"itel p70 dateiled Quick review best phone under 23,999pkr lot of missing features price in Pakistan",,2025-03-24T20:05:19Z,TECHNICAL.SHAHEEN4,133276,1104,,Konsi jaga please address ❤ | Nice 👍👍👍 | Priceeeeerr | ❤❤❤❤ price | How much | Iski price kitni hai | Bhai ap karchi me ho Pakistan | ❤❤❤❤ price 😂 | সব ভালো লাগলো কিন্তু ক্যামেরা ভালো না | ভাই দাম কত টাকা
qheCccUDdCM,https://www.youtube.com/watch?v=qheCccUDdCM,Nothing Phone 3A : Review,,2025-05-26T17:13:47Z,Hell of Tech,236043,5671,,"Share feedback in Video | Thanks for Support 🎉 | Koi problem nahi hai mene liya h camera best❤😎 | Ma 3-6 hours game khelta hu Mara screen time 11 hours Tak chale jata hai muja nothing ph 3a lana chaiye reply plzz | Mere pass b h bhut badiya h speaker to sabse best h | Bhai maine 2 din phle lai tha nothing 3a battery bakcup jada ni h mai to koi heavy usage ni kr rha kya krna chaiye | Bhai ufs 2.2     3,4 sal bad dikkat to nai dega? | Bhai isme stereo speakers milta hai,? | Bro I&#39;m thinking to buy s24fe but evryone saying green line issues and heating issues is it true if yes can i choose 3a or any another alternative u recommend? | Is mai reverce charging hai ? | Battery backup 7 to 8 hours only so bad | Hi bhaiya samsung galaxy a55 ka review karo please | मेरे फोन में विडमेट नहीं ओपन हो रहा है | Bro esme jo automatic colour change hota h, eska koi solution par video banao bahut user paresan h 😢😢 | Mere paas nothing 2a plus hai muje to koi bi mistek nhi ie😮 | Which charger use for it? | Restart problem hai mere mobile me | You look like ayushoxm😂 | Bhai battery bekaar he iski jhut Mt bolo"
T-bjtLjU2v0,https://www.youtube.com/watch?v=T-bjtLjU2v0,Oneplus Nord 4 vs Oneplus Nord CE 4 Camera Test,Oneplus Nord 4 vs Oneplus Nord CE 4 Camera Test oneplus nord 4 vs nord ce 4 oneplus nord ce 4 vs oneplus nord 4 oneplus ...,2024-08-22T11:40:00Z,MobilePapa,1086296,14889,,"Nord ce4 best | Watching form one plus Nord ce 4 😊😊 | I watching this reel on &quot;OnePlus nord ce 4&quot;😅😂😂😂 | Nord 4 | Ce4 jyada khoobsurat hai piche se camera design.<br>But Nord 4 pasand hai | Nord 4 capture natural tone | Watching on OnePlus Nord ce4 ❤ | I guess both have the same setup of camera, is it so ? | For those who love capturing videos oneplus nord ce 4 doesn&#39;t support switching between ultra wide lens to 1x in mid-recording👎. The rest ok | I bought Nord Ce4 today best mobile ❤❤ | Seeing in Nord ce 4 | One plus phone m green lone wala issue ata h kya? | Mera camera work nhi kar Raha hey kuch option hey ? | 4 better screen<br>Ce4 bang for buck | Watching on Samsung s23 base 😂 | Nord 4 got a nerve<br>Better processor better specs | Watching from ce4❤ | Watching from nord ce4❤ | NORD 4❤❤❤ | Which one is best"
RqrMyVuG5BM,https://www.youtube.com/watch?v=RqrMyVuG5BM,Vivo y300 5g smartphone⚡vivo y300 photography light first look first impression &amp; review,,2024-11-24T14:37:00Z,The mobile guru ji ,1399017,20777,,बहुत अच्छा फोन है ले लिया हमने भी😊 | Mane bhi le liya nice phone ❤ | Me bhi le liya bahut hi badhiya phone raha ab tak❤ | Phone le liya bahut accha phone hai Bhai 🎉 | Hi bhaiyya in this phone is there any battery drain prblm 😢 ?? Am thinking about this phone to buy please answer me 🙏🙏 | Jise bhi lena ho lelo socho mt mst mob h❤ | Mene bhi le liya ❤ | Superb performance ❤ | Prices kya hai | Maine Aaj hi buy Kiya 🎉 | Aura light feature give you aura😂😂😂 | Price? | Sir eska jo flash me 2 light diya h uska 1 hi jalta h n ?? Please reply 😢 | Kis ret ka hai ji ye sar | Very disappoint with this phone..... Late camra response in night....all pic capture black 😢😢😢 | ভাই এই মোবাইলটার দাম কত ভাই আমি কি জানতে | Le liya mine bhi accha phone hai ❤ | How to turn on the ring light on back? | Mujhe samjh nahi arha ye y300 he ya Y 200 | Smooth phone beutiful ❤
2j8cimRX8pw,https://www.youtube.com/watch?v=2j8cimRX8pw,CMF by Nothing Phone 1 5G SmartPhone #Unboxing #Shorts #Gadgets,Buy CMF Phone 1 From Here* https://fas.st/EZTqr.,2024-07-21T13:52:25Z,WhySoTechie,1148174,31742,,This phone is good.<br>Without nfc some people are calling this as bad phone | Gaming experience is really smooth I like it. | I&#39;m watching it from CMF by nothing phone 1 I love this phone it&#39;s so good n love the camera quality too but what I don&#39;t like about is that we don&#39;t get a charger 😭 | Those pauses between the music are just awesomeee!!!!!!!!❤❤❤ | Its a good phone i buy it support 120fps and smooth for gaming it go only in 20ms 😊😊😊 | Better than 10 min review video | Do you have to charge it before activating and setting up mine was with 0% battery | I know this is from 8 months ago but I&#39;m watching this on my CMF Phone 1. | So BGMI already installed. | Amoled 120hz is crazy at this price | Konsa better hoga jbl flip essential 2 or tribit x sound go | GUYS IM PRETTY SURE IT GOT ANDROID 15 🎉🎉🎉 | dream to buy it | Bhai black color back case ka link please ❤ | No charger? | Watch in CMF 1 😎❤️ | Is this good for heavy games ? I&#39;m right on budget | Brilliant details❤ | CMF phone 1 is very delicate.... display easily broken compared to other phones | Does this phones has audio jack?
SAb4zRyxrD4,https://www.youtube.com/watch?v=SAb4zRyxrD4,Samsung Galaxy S25/Ultra Impressions: What Happened?,It's the same picture. Get an S25 Ultra case that'll never yellow at https://dbrand.com/ghost Samsung Galaxy S25 Ultra: ...,2025-01-22T18:00:39Z,Marques Brownlee,5793508,157710,,"Seems like it&#39;s time for phone manufacturers to release new models every two years now. | Marques: The phone is the same.<br>Arun: Substantial upgrade. | Marques has already played GTA6 and nobody is telling me otherwise. | Hey Marques, my ultimate wish for you when completing reviews is to also add a section where you test the phones camera&#39; at night for both photo and video in both regular mode and &#39;pro&#39; mode. This is my biggest pet peeve when it comes to reviews online, as it almost always never gets done | I feel brands should come up with new phones once every 2 or 3 years now. Reduce waste. More sustainable. And the upgrades are worthwhile. | We have reached peak phone stagnation! | The event hasn&#39;t even started | I only watch these videos about every 3-4 years these days since upgrading phones hasn&#39;t become a necessary yearly or every other year thing anymore (due to the longer lasting and proficient enough features of past models). With that being said, I would have liked to see this review go into more depth on design and features that phones from the past didn&#39;t have, rather than leading with the assumption that the vast majority of the audience was already familiar with what you were referring to. I know I, for one, was not familiar with the boxed-edge design similar to iPhone.<br><br>You mentioned it coming with a stylus and the former model having a Bluetooth compatability. I would&#39;ve liked to see what all that was about since my S21 didn&#39;t have any of that before. Call me &quot;Unc&quot; or old for having an S21, but it was only upgraded 3 years ago despite the S22 being available, I got a much better deal settling for the 21. I understand you push these videos out fast to be the first to get your review out for the masses, but sometimes taking that extra time to understand the product before pushing a review can do you longer term success by giving your audience more of what they needed to feel educated or informed about a product. | Removing the Bluetooth feature on the new S Pen was a mistake. Though not widely used, it was passionately used by vloggers who used the phone. Starting and stopping the camera with the S Pen is convenient. | The event is live now and MKBHD posting  this one just 15 seconds after 💀 | Arun: It&#39;s the start of a new era<br>Marques: can&#39;t tell the difference | Not Happy With my new S25Ultra Phone. They REMOVED the Super Slow-Motion Video Feature, now you only get up to 240 fps. If I knew that before buying, I would have kept my previous model. DO NOT BUY if Super Slow-Motion is at all important. Big loss for me not to have that capability. | I searched for galaxy unpacked and your video was above the actual samsung unpacked event 😭 | You know Marques is unimpressed, when he speaks about the case for more than a minute in a 9-minute review. | This dude has his video uploaded before Samsung can even blink! | I loved the old GIF method on the note. You removed the S-pen, clicked the button, and it brought up a wheel of 5 or 6 things... you picked GIF and it brought up a frame, you moved the frame over what you wanted to clip and hit record. It worked really well. | Really can’t believe the only substantial change Samsung made to the S25 was adding more AI features… which Google built… and will come to older Galaxy phones in a software update. Basically, they’re selling us a fresh logo and vibes. | Oh, we’re here already… I concider myself a bit of a tech nerd but even I’m starting to kind of forget about these yearly phones and events. They almost seem to come and go now without leaving you much to think or talk about. <br><br>The FOMO feeling I used to have with new phones is almost completely gone now and that’s kinda nice. | Watching on my S23 Ultra wondering if it&#39;s time to upgrade. You answered that for me in 26 seconds. Thanks MKBHD | That&#39;s our website shown at <a href=""https://www.youtube.com/watch?v=SAb4zRyxrD4&amp;t=68"">1:08</a> - you have great taste MKBHD ;)"
hIzjHBwjGCk,https://www.youtube.com/watch?v=hIzjHBwjGCk,CMF Phone 2 Pro: Budget Phone of the Year!,Modular. Cheap. And Fun. CMF Phone 2 Pro: https://geni.us/OTwE MKBHD Merch: http://shop.MKBHD.com Intro Track: Jordyn ...,2025-05-01T20:42:22Z,Marques Brownlee,1802573,50530,,"The orange everywhere in the studio is really nice for the video | 3yrs OS Updates and 6yrs security updates. That&#39;s great value for the price. | I got my daughter previous CMF phone, it is insanely fast, the software or interface, what they did is amazing. I plan to either get this or Nothing phone next because of it. | The strongest selling point of this phone are software and the modular back. Cmf doesn&#39;t provide a lot of attachments but you can 3d print/machine your own designs. The community is also very creative and active so expect a lot of designs in the near future | I don&#39;t know why, but I love seeing the screws on the back. It looks so nice. | Not gonna cap, when he talks about camera quality I feel like I&#39;m blind because I can never see the differences 😂 | I love the new back cover! It 3D prints flat this time without needing to print buttons. <br>If youre in to 3D printing this is the phone for you! | <a href=""https://www.youtube.com/watch?v=hIzjHBwjGCk&amp;t=353"">5:53</a> I use the nothing phone 1 for 3 years<br><br>I never knew that you could clear all the apps like that | I was kinda shocked when you asked if it&#39;s ugly. It&#39;s awesome and amazing. It doesn&#39;t look like any other phone that hasn&#39;t changed for years (looking at apple and samsung mhm), which makes it already cool looking. | For those who are curious, the phrase &#39;끊임없는 추구&#39;&#39; written on the zipper pull is in Korean and means relentless pursuit. :D | i truly love the lean in towards the industrial design | 3yrs OS Updates and 6yrs security updates. That&#39;s great value for the price. Who also joined  Xaitorux today? | Just a small note. Upon closer inspection it feels like the NFC feature depends on the region. It’s present on the US model but not on the Indian model. <a href=""https://www.youtube.com/watch?v=hIzjHBwjGCk&amp;t=479"">7:59</a> | The design is incredible<br>I love that | The orange everywhere in the studio is really nice for the video. Who joined Xaitorux? | I love the design; if I needed a new phone, I would buy it. | love when companies create such things , its cool , innovative while sticking to things that stands out more than high end flagship , would definitely love to use this as my second phone or phone for rough work in rough places like gym or sports | Came here to talk about the thumbnail but I&#39;m speechless.<br>Don&#39;t know if people really care about thumbnails but this is just too amazing to ignore. | Fire Extinguisher needs a recertification as of Jan 25 <a href=""https://www.youtube.com/watch?v=hIzjHBwjGCk&amp;t=538"">8:58</a> btw thought you might want to get a hold of Impact Fire 🔥 | Love the idea of the orange tone across the studio matching with the phone&#39;s orange color. Well done 👏"
lusMbO9wbW4,https://www.youtube.com/watch?v=lusMbO9wbW4,Samsung Galaxy S25 Edge vs. S25 Ultra - Which phone should you buy?,,2025-05-13T01:13:55Z,ZDNET,420702,3020,,"THIS IS A BANGER!!!<br>Hope your channel grows! | Thanks for the review, I will keep my s24 ultra and my great Samsung deal s25 ultra (which I did not really need as the s24u is really a great phone,  but the price was good especially with the two year prepaid insurance bundle), using one phone primary and second phone as backup. If I had no phones I think the S25edge is pretty good though). My Ultra s are both 1 TB, which edges out the Edge. | Just imagine:<br><br>iPhone 17 Air vs Galaxy S25 Edge | S25 ultra for me still | Should be under 1K | I can&#39;t decide between the Edge and the Ultra 😭 | Question<br><br>Is there screen protector on s25 Ultra? | We want smaller ultra phone not thinner !!!!!!!!!!! | Doesn&#39;t make sense at all <br>3900 mah won&#39;t even last a full day <br><br>You most probably need to charge it twice even for basic use <br>For heavy use thrice a day<br><br><br>While just giving a few bucks extra you got s25 ultra which lasts a full day even in moderate use case <br><br>If you can fit same battery of s25 ultra in thin phone than only it makes sense <br><br>Or at least give 90-120w fast charging 😅 | I want tiny mobiles and not thin ones | Esos modulos de cámara tienen un toque mucho mas premium! Asi es... 🫶🏼🤳🏼 | S25 ultra | Nice phone , I hink that I am going to get one ,I just told my sis thats the phone to get. Loaded | I often play games, and I&#39;m worried about the battery. | Edge is such a scam | That s25 ultra screen looks scratched | When Apple announced they were making a thin phone, Samsung made a thin phone.<br>Also, this looks EXACTLY like the iPhone 16.<br>They just make a bootleg iPhone 16 that is thinner, and sold it for 300$ more. | Just buy a mint S21 Ultra in black and call it a day | Samsung totally MAD | Ultra by miles"
Nj3WvKHBhrA,https://www.youtube.com/watch?v=Nj3WvKHBhrA,Samsung A35 vs OnePlus Nord 4 Camera Test,Samsung A35 vs OnePlus Nord 4 Camera Test samsung a35 vs oneplus nord 4 samsung galaxy a35 review samsung a35 ...,2024-08-17T13:15:01Z,MobilePapa,1509090,22518,,"Low budget - Realme 👑<br>Mid budget - Oneplus 👑<br>Flagship - Samsung 👑 | I am using A series from 5 years where I never faced any issues that so I loved Samsung | The Nord is better matched for the a55<br>Please compare them<br>And compare the Nord ce 4 lite and the a35 | Seriously, People are satisfied with camera and buying phone instead of overall performance and Processor etc. Oh Damn. | The fly was a paid actor | Look at those bezels 😶wtf this is 2024 samsung | Samsung ❤<br>Natural photo with sharpness 😈 | OnePlus Nord 4 is amazing 🤩😍 | Bhaiyo m Samsung Galaxy A50 use kr rha hu jb se lunch hua h abhi tk koi problem nhi hua h yr badiya chl rha h bs data cable khrab huee h charger bhi bahi use kr rha hu abhi tk Samsung is best | Can you see yellowish exposure of one plus <br>Thats not case in samsung <br>( btw both mobile company is best ) | We need less bezel. There&#39;s no reason any phone should have such thick bezels, especially heading into 2025 | Why one plus is capturing in warm tone made the leaf from green to yellowish green | One plus Nord 4 best | Actually i failed to understand which phone has better camera | Bhaiyo me vivo y20g use kr rha hu dur dur tak koi muqabala nhi h. 4g phone h jab se liya h tab se kuchh change nhi h phone bhi wahi h. Charger bhi wahi h. Data cable wahi h. 4 years ho gye phone ko. Mst chalta h | OnePlus is allrounder phone in the world 🌎🌎🌎🌎🌎🌎🌎🌎 i❤❤ this OnePlus | Which is best mobile please suggest mi any one............ 🤔🤔 | It&#39;s like comparing oil painting with a sharp photo, you know which phone photo is oil painting | I use Samsung from last 6 year <br>Not a single issue <br>I love Samsung ❤ | Low budget - vivov 👑👑                                       MiD budget - Motorola  👑👑.                      Flagship - Apple 👑👑"
zEkrHlusGVY,https://www.youtube.com/watch?v=zEkrHlusGVY,Tecno camon 40 pro review bangla,Tecno camon 40 pro review bangla#tecno camon40pro#unboxing#duet#smartphone#,2025-03-22T22:14:55Z,S Telecom,345431,4245,,"ভাইয়া আমি একটা ফোন নিতে চাচ্ছি আপনার লোকেশন কোথায় জানাবেন প্লিজ | বাস্তবে ক্যামেরার জায়গার কালার আলাদা | দাম কত ভাইয়া জানাবেন কষ্ট করে | Samsung S7 edge😂 | চট্টগ্রাম আপনাদের শোরুম কোন জায়গায় | সৌদি তে 5g ভার্সন পাওয়া যায় শুধু। | Motorola 50 Pro use kori Purai makhon 😅😅 | Ata price 28k | Proce in bd how mach | অনেক সুন্দর | Dam koto unofficial | Pirce koto | Ami ata ues kori | Bayerda model koto | ভাই চার্জ টেকে না 😢 | i am i phone user | দাম কথ | ❤ | বাজে কোম্পানি, কিছুদিন পরেই ফোন হ্যাক করে.... | C&#39;est combien"
